name,embedding
AWS,"[0.3563348054885864, -0.28979572653770447, 0.42693862318992615, 0.7931234836578369, 0.4548719823360443, -0.5143991112709045, 0.6804239749908447, -0.29037705063819885, 0.4873049855232239, -0.2787489593029022, -0.18579590320587158, -0.9229554533958435, 0.07200387865304947, 0.5897833108901978, -0.2215813249349594, -0.13524119555950165, 0.5757912397384644, 0.4236598610877991, -0.2392897754907608, 0.5512461066246033, -0.4256466031074524, -0.25994133949279785, -0.4207143485546112, -0.08464767783880234, -0.05000383034348488, -0.3449084758758545, -0.31079378724098206, -0.5242199301719666, -0.5728023648262024, 0.6062530875205994, 0.26536431908607483, 0.09037867933511734, 0.4742823839187622, -0.0585661418735981, -0.944828987121582, 0.791140079498291, -0.39649438858032227, 0.38905730843544006, 0.2338278740644455, 0.4017319977283478, 0.26762455701828003, -0.4123554229736328, 0.11204427480697632, -0.7279917001724243, -0.4048749506473541, 0.3608982264995575, -0.4782763719558716, 0.2223082035779953, 1.143237829208374, -0.15269505977630615, -0.091663658618927, 0.18378271162509918, -0.47280630469322205, 0.2753065228462219, 0.16544167697429657, -0.9444677829742432, -0.1078881025314331, 0.26617997884750366, -0.3351377844810486, -0.30007895827293396, -0.014926979318261147, 0.42858514189720154, 0.4304561913013458, 0.47061780095100403]"
Azure,"[0.3676290810108185, -0.2494865506887436, 0.43361619114875793, 0.8251172304153442, 0.4976063668727875, -0.5372923016548157, 0.6986303329467773, -0.30936333537101746, 0.5181971192359924, -0.28996148705482483, -0.18647322058677673, -0.9598143100738525, 0.09411802142858505, 0.634847104549408, -0.24383771419525146, -0.13352376222610474, 0.5717222690582275, 0.4049091041088104, -0.2530338168144226, 0.582927942276001, -0.3956877589225769, -0.2762845456600189, -0.45449045300483704, -0.08545657992362976, -0.0865912064909935, -0.3575102984905243, -0.28460073471069336, -0.5150974988937378, -0.5517241954803467, 0.638908863067627, 0.2922380566596985, 0.10298339277505875, 0.49831104278564453, -0.016792412847280502, -0.9552183151245117, 0.740517258644104, -0.4489213824272156, 0.357283353805542, 0.22222372889518738, 0.38899174332618713, 0.3029826879501343, -0.4304089844226837, 0.11103031784296036, -0.745992124080658, -0.42260733246803284, 0.34820809960365295, -0.4850894510746002, 0.2827509343624115, 1.1649667024612427, -0.14655297994613647, -0.09687698632478714, 0.19073183834552765, -0.46032610535621643, 0.31605473160743713, 0.17902640998363495, -0.9687793850898743, -0.11582131683826447, 0.24324779212474823, -0.30729928612709045, -0.3013993799686432, -0.015248159877955914, 0.4291331171989441, 0.43748214840888977, 0.45503851771354675]"
Cloud Architecture,"[0.2914164066314697, -0.15785646438598633, 0.47185036540031433, 0.7677169442176819, 0.4729544520378113, -0.448106586933136, 0.5755305886268616, -0.3475244343280792, 0.499237060546875, -0.062479227781295776, -0.0847034752368927, -0.9022309184074402, -0.03866712749004364, 0.6675004959106445, -0.16146019101142883, -0.14120332896709442, 0.43270912766456604, 0.40540239214897156, -0.3224915862083435, 0.4181942045688629, -0.4855266809463501, -0.17982548475265503, -0.5577206611633301, -0.05092601478099823, -0.17494796216487885, -0.3053286075592041, -0.2937295436859131, -0.4342043399810791, -0.41016241908073425, 0.4863396883010864, 0.4119555652141571, 0.05739976465702057, 0.5234721899032593, -0.09830028563737869, -0.9122243523597717, 0.6395370960235596, -0.4108102023601532, 0.39423754811286926, 0.3318176865577698, 0.4653216004371643, 0.36365193128585815, -0.4167822301387787, 0.026319904252886772, -0.6339921951293945, -0.248521625995636, 0.28098198771476746, -0.4382229447364807, 0.2797382175922394, 1.0893428325653076, -0.1588987559080124, 0.15913145244121552, 0.1372283548116684, -0.46757176518440247, 0.4279976785182953, 0.17008671164512634, -0.834972620010376, -0.24433533847332, 0.1777588576078415, -0.17312990128993988, -0.3874689042568207, -0.12705735862255096, 0.288840115070343, 0.5406267642974854, 0.38360166549682617]"
Cloud Design,"[-0.00357252499088645, -0.003950814716517925, 0.003939533140510321, -0.0055049387738108635, -0.005989593919366598, -0.0036192673724144697, 0.007626454811543226, -0.004205848090350628, 0.0018466658657416701, -0.004173683002591133, -0.00641397200524807, 0.00301355286501348, -0.0036888355389237404, 0.0035356376320123672, -0.00035912697785533965, 0.003164389869198203, -0.0003205605025868863, 0.000040293776692124084, 0.007776027079671621, -0.0024008983746170998, -0.004016227088868618, 0.005331289954483509, 0.002521009184420109, -0.004508079495280981, 0.0008278246968984604, -0.00674776453524828, 0.007538953796029091, 0.007276987191289663, 0.00267620082013309, 0.005348595324903727, 0.0007166382856667042, -0.007031790912151337, 0.007738043088465929, -0.0009697355562821031, -0.0069867814891040325, -0.006933658383786678, -0.007704713381826878, 0.004531817976385355, 0.006230888422578573, -0.004237205255776644, 0.007686717435717583, 0.00019200767565052956, -0.003407525597140193, 0.004626360256224871, -0.005851675756275654, -0.0008535167435184121, 0.007049184292554855, 0.0002833939215634018, -0.00654625566676259, 0.0007602423429489136, 0.007221355568617582, 0.006523974239826202, 0.0005457806983031332, -0.006105977110564709, -0.004203957039862871, -0.005463769659399986, 0.004851071629673243, -0.002973294584080577, -0.003932250663638115, -0.002036676276475191, -0.0010249958140775561, -0.005156190134584904, -0.007012603804469109, 0.003692546859383583]"
Cloud Migration,"[0.26705220341682434, -0.020046664401888847, 0.2708490192890167, 0.6107958555221558, 0.37534287571907043, -0.3019230365753174, 0.43844497203826904, -0.2657857835292816, 0.2818460464477539, -0.10895897448062897, -0.07443083822727203, -0.6360518336296082, 0.11269708722829819, 0.42110753059387207, -0.14879454672336578, -0.09740448743104935, 0.29003390669822693, 0.23211218416690826, -0.29044708609580994, 0.4357680380344391, -0.1958562582731247, -0.29775792360305786, -0.2461501955986023, -0.051592741161584854, -0.1361888200044632, -0.29116830229759216, -0.09682853519916534, -0.34289565682411194, -0.30844834446907043, 0.46349987387657166, 0.2585403025150299, 0.08166051656007767, 0.3680756986141205, 0.10066507011651993, -0.5927692651748657, 0.35883063077926636, -0.3731141984462738, 0.06763412803411484, 0.17753277719020844, 0.24077242612838745, 0.29178789258003235, -0.3302501142024994, 0.07000136375427246, -0.47750404477119446, -0.319784015417099, 0.19067299365997314, -0.37172380089759827, 0.20872557163238525, 0.6792563796043396, -0.06626539677381516, -0.03595976531505585, 0.12618613243103027, -0.17315931618213654, 0.25153374671936035, 0.08616326749324799, -0.5862985849380493, -0.12599416077136993, 0.09535596519708633, -0.20787061750888824, -0.21247299015522003, -0.0653783306479454, 0.29181066155433655, 0.21758034825325012, 0.26627102494239807]"
Cloud Security,"[0.3042549788951874, 0.08043338358402252, -0.46338948607444763, 0.5292960405349731, 0.1998823583126068, -0.579680323600769, 0.5717652440071106, -0.404286652803421, 0.2252042293548584, 0.09490962326526642, -0.6167054772377014, -0.7127383947372437, 0.19913005828857422, -0.0697174072265625, -0.055957816541194916, -0.07738430798053741, 0.12247920781373978, -0.2758078873157501, -0.12523344159126282, 0.6488693952560425, 0.5071267485618591, 0.033456843346357346, -0.1549432873725891, -0.030266454443335533, 0.5730520486831665, -0.11842750012874603, -0.0705503299832344, -0.25879067182540894, -0.07086441665887833, 0.6274001002311707, -0.047077689319849014, 0.3612619638442993, 0.4980267584323883, 0.5256076455116272, -0.08908356726169586, 0.18933424353599548, -0.5929586291313171, -0.6061041951179504, -0.14676403999328613, -0.4555704593658447, 0.01782657951116562, -0.09094659239053726, 0.10143555700778961, -0.5212421417236328, -0.6930298805236816, -0.1569862812757492, -0.06194488704204559, -0.41975441575050354, 0.6610798835754395, -0.040308330208063126, -0.6106470823287964, -0.1259326934814453, -0.2688492238521576, -0.01900462433695793, -0.18688753247261047, -0.5585072040557861, 0.0013281882274895906, -0.23213604092597961, -0.0890372171998024, -0.29727351665496826, -0.30193424224853516, 0.36807718873023987, -0.2652810513973236, 0.34985285997390747]"
Threat Analysis,"[0.4094061851501465, -0.03360804542899132, -0.5855711698532104, 0.460141658782959, 0.1638370156288147, -0.6287046074867249, 0.8407897353172302, -0.7171624898910522, 0.11817705631256104, 0.377332866191864, -0.7184602618217468, -0.5647730231285095, 0.3113272786140442, -0.28668659925460815, -0.0003777996462304145, -0.015929430723190308, -0.08752212673425674, -0.4679936170578003, -0.2279970645904541, 0.6449384689331055, 0.5107066631317139, 0.04274679720401764, 0.004003574140369892, -0.0774337574839592, 0.7216255068778992, -0.1581585556268692, 0.012574396096169949, -0.18697552382946014, -0.09401169419288635, 0.6758700609207153, 0.02113199234008789, 0.38515767455101013, 0.5476280450820923, 0.4445911943912506, 0.11552423238754272, 0.1955845057964325, -0.6536304950714111, -0.5993798971176147, -0.01527764555066824, -0.5664744973182678, 0.13069221377372742, -0.033541444689035416, 0.3276636302471161, -0.5522920489311218, -0.691776692867279, -0.32413655519485474, -0.016009964048862457, -0.5673315525054932, 0.5168929696083069, -0.04529855400323868, -0.5877864360809326, -0.33616822957992554, -0.32362112402915955, -0.05750482529401779, -0.25972816348075867, -0.5847007632255554, -0.0463884063065052, -0.17464156448841095, -0.17028366029262543, -0.47458669543266296, -0.31312867999076843, 0.6212319731712341, -0.6358635425567627, 0.39018210768699646]"
Encryption,"[0.3791833817958832, 0.049431297928094864, -0.5652219653129578, 0.5865703225135803, 0.19491741061210632, -0.7153928279876709, 0.6654016971588135, -0.593479573726654, 0.25194311141967773, 0.36927542090415955, -0.819636881351471, -0.799015462398529, 0.179148331284523, -0.1928233951330185, -0.0398869626224041, -0.07471048831939697, 0.0856509730219841, -0.44842278957366943, -0.18148228526115417, 0.6688973307609558, 0.599014163017273, 0.1136893555521965, -0.10326900333166122, -0.07216488569974899, 0.7229829430580139, -0.08057298511266708, -0.04956335946917534, -0.2615956962108612, -0.09456469118595123, 0.6741149425506592, 0.005453483201563358, 0.48712849617004395, 0.6183869242668152, 0.6475422382354736, -0.03952354937791824, 0.11548171937465668, -0.7349594235420227, -0.818882942199707, -0.14845366775989532, -0.5613974928855896, 0.07048171013593674, -0.08844932168722153, 0.19928304851055145, -0.5723273158073425, -0.7559745907783508, -0.3620634973049164, -0.011425014585256577, -0.5455734729766846, 0.688648521900177, -0.08919796347618103, -0.6704139709472656, -0.21386811137199402, -0.31856173276901245, -0.04102621600031853, -0.22558818757534027, -0.6217287182807922, -0.02452908828854561, -0.28523027896881104, -0.11066479980945587, -0.43304443359375, -0.3831469416618347, 0.5162025690078735, -0.40810227394104004, 0.4636913537979126]"
Cloud Analysis,"[0.21335159242153168, -0.06304232031106949, 0.19006042182445526, 0.5175226330757141, 0.3291811943054199, -0.2978646755218506, 0.3809645473957062, -0.1859254240989685, 0.26120513677597046, -0.0829770416021347, -0.12612557411193848, -0.506191074848175, 0.003896747250109911, 0.40774017572402954, -0.12183405458927155, -0.1038946881890297, 0.2871340215206146, 0.1988830715417862, -0.2266608327627182, 0.34811171889305115, -0.17660541832447052, -0.18848715722560883, -0.26197874546051025, -0.06572827696800232, -0.09995461255311966, -0.2499896138906479, -0.08759772777557373, -0.2972531020641327, -0.2712154984474182, 0.38038370013237, 0.20888110995292664, 0.10637642443180084, 0.3075128197669983, 0.04498035088181496, -0.529529333114624, 0.40215107798576355, -0.30269855260849, 0.11029055714607239, 0.13262347877025604, 0.19566309452056885, 0.18266552686691284, -0.31592074036598206, 0.05465501919388771, -0.4298502802848816, -0.2760092318058014, 0.19107669591903687, -0.29623857140541077, 0.09362906217575073, 0.6263101696968079, -0.05876845493912697, -0.04954970255494118, 0.09338125586509705, -0.21153149008750916, 0.21289417147636414, 0.04332480952143669, -0.55143803358078, -0.08203834295272827, 0.11914172768592834, -0.1348259598016739, -0.19781401753425598, -0.000926160893868655, 0.2063770294189453, 0.23352065682411194, 0.2703375816345215]"
Cloud Services,"[0.3347953259944916, -0.1674741804599762, 0.5152716040611267, 0.7656199932098389, 0.4442938566207886, -0.4324016273021698, 0.7027172446250916, -0.30964070558547974, 0.46890339255332947, -0.05076971277594566, -0.1782715767621994, -0.9264255166053772, 0.0900818258523941, 0.6537830233573914, -0.22443988919258118, -0.16198334097862244, 0.4265657067298889, 0.37212061882019043, -0.29083797335624695, 0.5048277378082275, -0.41266822814941406, -0.25200748443603516, -0.43116244673728943, -0.02076680213212967, -0.15999183058738708, -0.2935861647129059, -0.2866469919681549, -0.41986504197120667, -0.40497660636901855, 0.5479652881622314, 0.32769620418548584, 0.046439774334430695, 0.5763273239135742, -0.005456023849546909, -0.9222735166549683, 0.5837850570678711, -0.4320452809333801, 0.3857046961784363, 0.2674129605293274, 0.428256630897522, 0.36517131328582764, -0.32610368728637695, 0.08017793297767639, -0.6524249911308289, -0.31026291847229004, 0.24222120642662048, -0.44768691062927246, 0.29703766107559204, 1.1207269430160522, -0.16460394859313965, 0.0034823373425751925, 0.1577480286359787, -0.38863542675971985, 0.34869512915611267, 0.13689808547496796, -0.8267107009887695, -0.17750683426856995, 0.13926109671592712, -0.26424479484558105, -0.33542636036872864, -0.1319182813167572, 0.41305309534072876, 0.4686788022518158, 0.41688016057014465]"
Cybersecurity,"[0.36048296093940735, 0.015988720580935478, -0.5505957007408142, 0.5304549932479858, 0.16705253720283508, -0.6673787236213684, 0.6787893176078796, -0.609725296497345, 0.21736560761928558, 0.36682650446891785, -0.773003339767456, -0.7160074710845947, 0.2122957855463028, -0.21213218569755554, -0.005948447156697512, -0.05548131465911865, 0.0012630244018509984, -0.4618198871612549, -0.1726551204919815, 0.6103436946868896, 0.5662006139755249, 0.11515555530786514, -0.08628653734922409, -0.05861981213092804, 0.7071548700332642, -0.08738379925489426, -0.04649375006556511, -0.2221539318561554, -0.06693550199270248, 0.6465736031532288, 0.004727199673652649, 0.4353044033050537, 0.5763307213783264, 0.5737035274505615, 0.019742947071790695, 0.09259018301963806, -0.6877340078353882, -0.7566627264022827, -0.1236993595957756, -0.5706242322921753, 0.07511670142412186, -0.051101330667734146, 0.22992826998233795, -0.5241257548332214, -0.7029275894165039, -0.36155861616134644, -0.0022229631431400776, -0.5217987298965454, 0.6190323829650879, -0.0729052945971489, -0.6213403344154358, -0.2326059490442276, -0.29084786772727966, -0.05478040501475334, -0.2256930023431778, -0.5884369611740112, -0.03640388324856758, -0.2397281974554062, -0.11983807384967804, -0.4220820367336273, -0.3589997887611389, 0.5078904032707214, -0.47160059213638306, 0.4362875521183014]"
Threat Detection,"[0.26699957251548767, 0.034100715070962906, -0.30279889702796936, 0.44965046644210815, 0.1760237216949463, -0.4603354334831238, 0.42697763442993164, -0.29498612880706787, 0.18082140386104584, 0.11293736100196838, -0.4937284588813782, -0.5362541079521179, 0.1231238842010498, -0.022710435092449188, -0.08810214698314667, -0.06159357354044914, 0.12342844903469086, -0.20294782519340515, -0.14119069278240204, 0.5115233063697815, 0.36062151193618774, -0.013319351710379124, -0.07770085334777832, -0.0631607323884964, 0.3468901515007019, -0.10752202570438385, -0.00465825479477644, -0.21753022074699402, -0.11442304402589798, 0.5169227123260498, -0.006772425025701523, 0.30217471718788147, 0.38340750336647034, 0.40578287839889526, -0.158340722322464, 0.12530788779258728, -0.4528120160102844, -0.5048856735229492, -0.07242850959300995, -0.3027004301548004, 0.0318288579583168, -0.13030719757080078, 0.1152690201997757, -0.4101002514362335, -0.5292579531669617, -0.11412874609231949, -0.0864463597536087, -0.31883156299591064, 0.5051580667495728, -0.06920666992664337, -0.49285873770713806, -0.06847861409187317, -0.1582348346710205, -0.003762319916859269, -0.12875595688819885, -0.4637550413608551, 0.03140411153435707, -0.15795734524726868, -0.09484832733869553, -0.23390637338161469, -0.159895122051239, 0.28786227107048035, -0.24561189115047455, 0.30444541573524475]"
